CategoryName,CategoryId,LogoUrl,IsDeleted,ProductsCount
General Medicine,b970bce1-ac82-4f43-aa9f-1fe26d265c26,https://res.cloudinary.com/dwahjkgbk/image/upload/v1761570652/Screenshot_20251027_160704_Chrome_lzsssz.jpg,0,0
Cold & Flu,90129c96-b321-42bc-9f93-918507733e0b,https://res.cloudinary.com/dwahjkgbk/image/upload/v1761570652/Screenshot_20251027_160704_Chrome_lzsssz.jpg,0,0
Pain Relief,fc5d825b-f669-4540-94cf-e17a5f24fc04,https://res.cloudinary.com/dwahjkgbk/image/upload/v1761570652/Screenshot_20251027_160704_Chrome_lzsssz.jpg,0,0
Diabetes,c630c0d4-4a61-44ab-b608-363cafcd81d4,https://res.cloudinary.com/dwahjkgbk/image/upload/v1761570652/Screenshot_20251027_160704_Chrome_lzsssz.jpg,0,0
